sequence_id,label,label_name,motif_combo,num_selected_motifs,SP2,ZBED4,EGR1,ELK3,TFDP1,ZNF131,split
test_negative_16240,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP010915,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_positive_FP012804,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_12519,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_300,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_positive_FP000402,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP007004,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP007004,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_11397,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_negative_14979,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP013671,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP000363,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_positive_FP016864,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_16233,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP001866,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_positive_FP013652,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_12421,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP011531,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_12519,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_negative_16240,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP017111,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_7544,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_11397,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP000993,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_15171,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP001118,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_9725,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP015384,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP012531,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP017165,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_negative_5815,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_positive_FP012602,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP000760,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_12966,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP012531,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_negative_5815,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_7542,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP013671,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP019330,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP018011,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP017165,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP008168,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP001118,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_negative_5815,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_positive_FP013652,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_positive_FP001295,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP017165,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP001866,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_positive_FP001992,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP001277,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_negative_5815,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP011433,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP001277,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP007004,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_positive_FP016864,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_positive_FP013021,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP006697,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_positive_FP013021,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_positive_FP012416,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_positive_FP005459,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP001866,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP000760,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP012298,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP001118,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_positive_FP012602,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP019330,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP017111,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_positive_FP001295,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP013741,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_11397,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_positive_FP012602,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_11397,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP018011,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP017029,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP017408,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_3066,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP018017,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_12588,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_positive_FP015232,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP006825,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP016292,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_negative_14977,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_13218,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP001086,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_12966,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_positive_FP019473,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP017165,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP006825,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_positive_FP017402,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP008142,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_15018,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_3061,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP015384,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP000647,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_12519,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP006911,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP017697,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP018199,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP007420,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP017697,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP019330,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP006697,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_positive_FP012804,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_positive_FP013652,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_4724,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_positive_FP016068,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_1814,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_negative_16240,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP006697,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_positive_FP007999,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_positive_FP017402,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP001866,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_15018,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_10315,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP007989,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_3061,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP007004,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_12966,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_negative_10354,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_7538,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_5138,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_12421,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_296,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP013269,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP001866,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP013269,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP001136,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_positive_FP017402,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_negative_5815,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_7542,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_10315,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP016292,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP008688,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_12966,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_14982,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_4724,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP001866,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_7544,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP008168,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP017165,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP007989,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_7544,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP008537,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_12519,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP013092,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP017408,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_negative_5137,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_positive_FP015232,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP017697,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_negative_14979,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP000993,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_296,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_11397,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP007035,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_1814,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP013671,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP007035,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_15018,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP007420,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP018011,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_positive_FP019473,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP007989,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_positive_FP019368,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_15171,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_12588,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_positive_FP009498,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_negative_12585,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP013741,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP000760,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_positive_FP016068,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP011531,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_negative_5749,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP007420,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP016816,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_15171,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_positive_FP005459,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP011531,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_negative_14979,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_negative_10354,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_negative_14977,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_negative_5815,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_300,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_positive_FP009498,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_negative_10354,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_positive_FP012804,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_16241,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP010542,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP007420,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP006911,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_positive_FP015232,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP005086,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_296,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_positive_FP005459,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP017111,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP000363,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_13218,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_positive_FP013021,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP000363,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_positive_FP017241,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_negative_14977,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP017165,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_16235,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP019330,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP018680,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_12421,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_12519,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP018011,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_12966,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP017413,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_11470,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP006825,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP017165,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_7542,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP012945,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP010238,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_positive_FP013021,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_8226,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP007035,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP019330,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_296,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP000760,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP015881,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP012945,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_12519,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP003582,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_14982,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP006825,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_11397,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_12588,0,negative,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_positive_FP017241,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP018017,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP005086,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
test_positive_FP016068,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP013608,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP013741,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_positive_FP019330,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,test_matched_ID
train_negative_10000,0,negative,EGR1+SP2,2,1,0,1,0,0,0,test_OOD
train_negative_10001,0,negative,EGR1+SP2,2,1,0,1,0,0,0,test_OOD
train_negative_10002,0,negative,SP2+ZNF131,2,1,0,0,0,0,1,test_OOD
train_negative_10003,0,negative,SP2+ZNF131,2,1,0,0,0,0,1,test_OOD
train_negative_10004,0,negative,SP2+ZNF131,2,1,0,0,0,0,1,test_OOD
train_negative_10083,0,negative,ZBED4+ZNF131,2,0,1,0,0,0,1,test_OOD
train_negative_10085,0,negative,ZBED4+ZNF131,2,0,1,0,0,0,1,test_OOD
train_negative_10086,0,negative,ZBED4+ZNF131,2,0,1,0,0,0,1,test_OOD
train_negative_10087,0,negative,ZBED4+ZNF131,2,0,1,0,0,0,1,test_OOD
train_negative_10145,0,negative,SP2+ZNF131,2,1,0,0,0,0,1,test_OOD
train_negative_10156,0,negative,SP2+ZNF131,2,1,0,0,0,0,1,test_OOD
train_negative_10157,0,negative,SP2+ZNF131,2,1,0,0,0,0,1,test_OOD
train_negative_10159,0,negative,SP2+ZNF131,2,1,0,0,0,0,1,test_OOD
train_negative_10160,0,negative,SP2+ZNF131,2,1,0,0,0,0,1,test_OOD
train_negative_10161,0,negative,SP2+ZNF131,2,1,0,0,0,0,1,test_OOD
train_negative_10202,0,negative,EGR1+SP2,2,1,0,1,0,0,0,test_OOD
train_negative_10204,0,negative,EGR1+SP2,2,1,0,1,0,0,0,test_OOD
train_negative_10205,0,negative,EGR1+SP2,2,1,0,1,0,0,0,test_OOD
train_negative_10220,0,negative,ZBED4+ZNF131,2,0,1,0,0,0,1,test_OOD
train_negative_10221,0,negative,ZBED4+ZNF131,2,0,1,0,0,0,1,test_OOD
train_negative_10222,0,negative,ZBED4+ZNF131,2,0,1,0,0,0,1,test_OOD
train_negative_10223,0,negative,ZBED4+ZNF131,2,0,1,0,0,0,1,test_OOD
train_negative_10225,0,negative,ZBED4+ZNF131,2,0,1,0,0,0,1,test_OOD
train_negative_10226,0,negative,ZBED4+ZNF131,2,0,1,0,0,0,1,test_OOD
train_negative_10227,0,negative,ZBED4+ZNF131,2,0,1,0,0,0,1,test_OOD
train_negative_1023,0,negative,EGR1+SP2,2,1,0,1,0,0,0,test_OOD
train_negative_10249,0,negative,ZBED4+ZNF131,2,0,1,0,0,0,1,test_OOD
train_negative_1025,0,negative,EGR1+SP2,2,1,0,1,0,0,0,test_OOD
train_negative_10250,0,negative,ZBED4+ZNF131,2,0,1,0,0,0,1,test_OOD
train_negative_10253,0,negative,SP2+ZNF131,2,1,0,0,0,0,1,test_OOD
train_negative_10254,0,negative,SP2+ZNF131,2,1,0,0,0,0,1,test_OOD
train_negative_10256,0,negative,SP2+ZNF131,2,1,0,0,0,0,1,test_OOD
train_negative_10273,0,negative,ZBED4+ZNF131,2,0,1,0,0,0,1,test_OOD
train_negative_10274,0,negative,ZBED4+ZNF131,2,0,1,0,0,0,1,test_OOD
train_negative_10275,0,negative,ZBED4+ZNF131,2,0,1,0,0,0,1,test_OOD
train_negative_10277,0,negative,ZBED4+ZNF131,2,0,1,0,0,0,1,test_OOD
train_negative_10337,0,negative,ZBED4+ZNF131,2,0,1,0,0,0,1,test_OOD
train_negative_10345,0,negative,EGR1+SP2,2,1,0,1,0,0,0,test_OOD
train_negative_10366,0,negative,EGR1+SP2,2,1,0,1,0,0,0,test_OOD
train_negative_10391,0,negative,SP2+TFDP1,2,1,0,0,0,1,0,test_OOD
train_negative_10416,0,negative,ZBED4+ZNF131,2,0,1,0,0,0,1,test_OOD
train_negative_10418,0,negative,ZBED4+ZNF131,2,0,1,0,0,0,1,test_OOD
train_negative_10421,0,negative,ZBED4+ZNF131,2,0,1,0,0,0,1,test_OOD
train_negative_10422,0,negative,ZBED4+ZNF131,2,0,1,0,0,0,1,test_OOD
train_negative_10423,0,negative,ZBED4+ZNF131,2,0,1,0,0,0,1,test_OOD
train_negative_10425,0,negative,ZBED4+ZNF131,2,0,1,0,0,0,1,test_OOD
train_negative_10426,0,negative,ZBED4+ZNF131,2,0,1,0,0,0,1,test_OOD
train_negative_10427,0,negative,ZBED4+ZNF131,2,0,1,0,0,0,1,test_OOD
train_negative_10430,0,negative,ZBED4+ZNF131,2,0,1,0,0,0,1,test_OOD
train_negative_10432,0,negative,ZBED4+ZNF131,2,0,1,0,0,0,1,test_OOD
train_negative_10433,0,negative,ZBED4+ZNF131,2,0,1,0,0,0,1,test_OOD
train_negative_10435,0,negative,ZBED4+ZNF131,2,0,1,0,0,0,1,test_OOD
train_negative_10436,0,negative,ZBED4+ZNF131,2,0,1,0,0,0,1,test_OOD
train_negative_10437,0,negative,ZBED4+ZNF131,2,0,1,0,0,0,1,test_OOD
train_negative_10438,0,negative,ZBED4+ZNF131,2,0,1,0,0,0,1,test_OOD
train_negative_10471,0,negative,ZBED4+ZNF131,2,0,1,0,0,0,1,test_OOD
train_negative_1048,0,negative,SP2+ZNF131,2,1,0,0,0,0,1,test_OOD
train_negative_10612,0,negative,SP2+ZNF131,2,1,0,0,0,0,1,test_OOD
train_negative_10613,0,negative,SP2+ZNF131,2,1,0,0,0,0,1,test_OOD
train_negative_10614,0,negative,SP2+ZNF131,2,1,0,0,0,0,1,test_OOD
train_negative_10615,0,negative,SP2+ZNF131,2,1,0,0,0,0,1,test_OOD
train_negative_10616,0,negative,SP2+ZNF131,2,1,0,0,0,0,1,test_OOD
train_negative_10622,0,negative,ZBED4+ZNF131,2,0,1,0,0,0,1,test_OOD
train_negative_10632,0,negative,SP2+ZNF131,2,1,0,0,0,0,1,test_OOD
train_negative_10633,0,negative,SP2+ZNF131,2,1,0,0,0,0,1,test_OOD
train_negative_10641,0,negative,ZBED4+ZNF131,2,0,1,0,0,0,1,test_OOD
train_negative_10642,0,negative,ZBED4+ZNF131,2,0,1,0,0,0,1,test_OOD
train_negative_10643,0,negative,ZBED4+ZNF131,2,0,1,0,0,0,1,test_OOD
