species,genus,family,order,class,phylum,kingdom,superkingdom,species_str,has_sequence,split
2955380,2946810,2946167,0,2731619,2731618,2731360,10239,2955380,True,ood_nonbacterial
2955391,2946813,0,0,2731619,2731618,2731360,10239,2955391,True,ood_nonbacterial
2955393,2946814,2946166,0,2731619,2731618,2731360,10239,2955393,True,ood_nonbacterial
2955410,2946816,2946166,0,2731619,2731618,2731360,10239,2955410,True,ood_nonbacterial
2955413,2946818,2976944,2942676,2731619,2731618,2731360,10239,2955413,True,ood_nonbacterial
2955419,2946819,0,0,2731619,2731618,2731360,10239,2955419,True,ood_nonbacterial
2955426,2946820,0,0,2731619,2731618,2731360,10239,2955426,True,ood_nonbacterial
2955454,2946823,1661063,2732549,2732505,2732408,2732396,10239,2955454,True,ood_nonbacterial
2955457,2946824,39748,2732549,2732505,2732408,2732396,10239,2955457,True,ood_nonbacterial
2955465,197912,11308,2499411,2497577,2497569,2732396,10239,2955465,True,ood_nonbacterial
2955476,2946825,2560063,2732504,2732500,2732407,2732396,10239,2955476,True,ood_nonbacterial
2955492,2946827,2946194,2942681,0,2732408,2732396,10239,2955492,True,ood_nonbacterial
2955496,2946828,0,0,2731619,2731618,2731360,10239,2955496,True,ood_nonbacterial
2955497,2946829,0,0,2731619,2731618,2731360,10239,2955497,True,ood_nonbacterial
2955513,2946833,2946165,0,2731619,2731618,2731360,10239,2955513,True,ood_nonbacterial
2955535,2948639,2946170,0,2731619,2731618,2731360,10239,2955535,True,ood_nonbacterial
2955536,2948640,2946160,0,2731619,2731618,2731360,10239,2955536,True,ood_nonbacterial
2955537,2943002,2943001,0,2731619,2731618,2731360,10239,2955537,True,ood_nonbacterial
2955538,2948641,2946173,0,2731619,2731618,2731360,10239,2955538,True,ood_nonbacterial
2955547,2948642,0,0,2731619,2731618,2731360,10239,2955547,True,ood_nonbacterial
2955566,2948647,0,0,2731619,2731618,2731360,10239,2955566,True,ood_nonbacterial
2955570,2948648,2946168,0,2731619,2731618,2731360,10239,2955570,True,ood_nonbacterial
2955571,2948649,0,0,2731619,2731618,2731360,10239,2955571,True,ood_nonbacterial
2955581,2948651,2946170,0,2731619,2731618,2731360,10239,2955581,True,ood_nonbacterial
2955582,2948652,2942964,1978007,2731619,2731618,2731360,10239,2955582,True,ood_nonbacterial
2955592,2948653,0,0,2731619,2731618,2731360,10239,2955592,True,ood_nonbacterial
2955593,2948654,2946156,0,2731619,2731618,2731360,10239,2955593,True,ood_nonbacterial
2955594,2948655,0,0,2731619,2731618,2731360,10239,2955594,True,ood_nonbacterial
2955597,2948656,0,0,2731619,2731618,2731360,10239,2955597,True,ood_nonbacterial
2955598,2948657,2946156,0,2731619,2731618,2731360,10239,2955598,True,ood_nonbacterial
2955599,2943003,2943001,0,2731619,2731618,2731360,10239,2955599,True,ood_nonbacterial
2955600,2948658,11270,11157,2497574,2497569,2732396,10239,2955600,True,ood_nonbacterial
2955602,2948659,2946160,0,2731619,2731618,2731360,10239,2955602,True,ood_nonbacterial
2955604,2948660,2946172,0,2731619,2731618,2731360,10239,2955604,True,ood_nonbacterial
2955700,2948662,2946170,0,2731619,2731618,2731360,10239,2955700,True,ood_nonbacterial
2955702,2948664,1980417,1980410,2497576,2497569,2732396,10239,2955702,True,ood_nonbacterial
2955706,2948666,2946161,0,2731619,2731618,2731360,10239,2955706,True,ood_nonbacterial
2955709,2948667,0,0,2731619,2731618,2731360,10239,2955709,True,ood_nonbacterial
2955710,2948668,0,0,2731619,2731618,2731360,10239,2955710,True,ood_nonbacterial
2955720,2948669,2501987,11157,2497574,2497569,2732396,10239,2955720,True,ood_nonbacterial
2955728,2948670,2501987,11157,2497574,2497569,2732396,10239,2955728,True,ood_nonbacterial
2955736,2948672,2946167,0,2731619,2731618,2731360,10239,2955736,True,ood_nonbacterial
2955737,2948674,0,0,2731619,2731618,2731360,10239,2955737,True,ood_nonbacterial
2955738,2942995,2942966,1978007,2731619,2731618,2731360,10239,2955738,True,ood_nonbacterial
2955742,2948675,39748,2732549,2732505,2732408,2732396,10239,2955742,True,ood_nonbacterial
2955744,1511083,11308,2499411,2497577,2497569,2732396,10239,2955744,True,ood_nonbacterial
2955746,1891715,151341,2732532,2732421,2732415,2732092,10239,2955746,True,ood_nonbacterial
2955747,2948676,2560063,2732504,2732500,2732407,2732396,10239,2955747,True,ood_nonbacterial
2955750,2948677,0,0,2731619,2731618,2731360,10239,2955750,True,ood_nonbacterial
2955751,2948678,0,0,2731619,2731618,2731360,10239,2955751,True,ood_nonbacterial
2955753,2948679,0,0,2731619,2731618,2731360,10239,2955753,True,ood_nonbacterial
2955763,2948681,2501985,11157,2497574,2497569,2732396,10239,2955763,True,ood_nonbacterial
2955764,2948682,2946180,2942676,2731619,2731618,2731360,10239,2955764,True,ood_nonbacterial
2955796,2948686,2732892,2732503,2732499,2732407,2732396,10239,2955796,True,ood_nonbacterial
2955840,2943004,2943001,0,2731619,2731618,2731360,10239,2955840,True,ood_nonbacterial
2955841,2948687,2946167,0,2731619,2731618,2731360,10239,2955841,True,ood_nonbacterial
2955842,2948689,0,0,2731619,2731618,2731360,10239,2955842,True,ood_nonbacterial
2955843,2948690,2842329,0,2731619,2731618,2731360,10239,2955843,True,ood_nonbacterial
2955845,2948691,2946165,0,2731619,2731618,2731360,10239,2955845,True,ood_nonbacterial
2955846,2948692,2946193,2942680,2731619,2731618,2731360,10239,2955846,True,ood_nonbacterial
2955847,2948693,2842329,0,2731619,2731618,2731360,10239,2955847,True,ood_nonbacterial
2955848,2948694,0,0,2731619,2731618,2731360,10239,2955848,True,ood_nonbacterial
2955859,2948696,2946160,0,2731619,2731618,2731360,10239,2955859,True,ood_nonbacterial
2955860,2943005,2943001,0,2731619,2731618,2731360,10239,2955860,True,ood_nonbacterial
2955862,2948698,2946162,0,2731619,2731618,2731360,10239,2955862,True,ood_nonbacterial
2955863,2948699,39748,2732549,2732505,2732408,2732396,10239,2955863,True,ood_nonbacterial
2955871,2948700,2560063,2732504,2732500,2732407,2732396,10239,2955871,True,ood_nonbacterial
2955872,2948701,39748,2732549,2732505,2732408,2732396,10239,2955872,True,ood_nonbacterial
2955874,2948703,2946167,0,2731619,2731618,2731360,10239,2955874,True,ood_nonbacterial
2955875,2948704,2842329,0,2731619,2731618,2731360,10239,2955875,True,ood_nonbacterial
2955881,2948705,2946173,0,2731619,2731618,2731360,10239,2955881,True,ood_nonbacterial
2955887,2943006,2943001,0,2731619,2731618,2731360,10239,2955887,True,ood_nonbacterial
2955888,2948706,0,0,2731619,2731618,2731360,10239,2955888,True,ood_nonbacterial
2955891,2948708,0,0,2731619,2731618,2731360,10239,2955891,True,ood_nonbacterial
2955912,2948710,2946175,0,2731619,2731618,2731360,10239,2955912,True,ood_nonbacterial
2955917,2948711,0,0,2731619,2731618,2731360,10239,2955917,True,ood_nonbacterial
2955918,2948712,0,0,2731619,2731618,2731360,10239,2955918,True,ood_nonbacterial
2955922,2948713,2946158,0,2731619,2731618,2731360,10239,2955922,True,ood_nonbacterial
2955924,2948714,2946160,0,2731619,2731618,2731360,10239,2955924,True,ood_nonbacterial
2955927,2948717,675061,675063,2732461,2732406,2732396,10239,2955927,True,ood_nonbacterial
2955929,2948718,1661063,2732549,2732505,2732408,2732396,10239,2955929,True,ood_nonbacterial
2955935,197913,11308,2499411,2497577,2497569,2732396,10239,2955935,True,ood_nonbacterial
2955940,2948720,2560063,2732504,2732500,2732407,2732396,10239,2955940,True,ood_nonbacterial
2955942,2943007,2943001,0,2731619,2731618,2731360,10239,2955942,True,ood_nonbacterial
2955943,2948722,2946167,0,2731619,2731618,2731360,10239,2955943,True,ood_nonbacterial
2955944,2948723,2946167,0,2731619,2731618,2731360,10239,2955944,True,ood_nonbacterial
2955946,2948724,2946167,0,2731619,2731618,2731360,10239,2955946,True,ood_nonbacterial
2955947,2948725,2946160,0,2731619,2731618,2731360,10239,2955947,True,ood_nonbacterial
2955953,2948726,0,0,2731619,2731618,2731360,10239,2955953,True,ood_nonbacterial
2955956,2948728,2946160,0,2731619,2731618,2731360,10239,2955956,True,ood_nonbacterial
2955958,2948729,2946160,0,2731619,2731618,2731360,10239,2955958,True,ood_nonbacterial
2955959,2948730,2946178,2732536,2732423,2732416,2732092,10239,2955959,True,ood_nonbacterial
2955961,2948731,2946175,0,2731619,2731618,2731360,10239,2955961,True,ood_nonbacterial
2955964,2948732,2946170,0,2731619,2731618,2731360,10239,2955964,True,ood_nonbacterial
2955965,2948733,2946166,0,2731619,2731618,2731360,10239,2955965,True,ood_nonbacterial
2955966,2943008,2943001,0,2731619,2731618,2731360,10239,2955966,True,ood_nonbacterial
2955967,2948734,2501985,11157,2497574,2497569,2732396,10239,2955967,True,ood_nonbacterial
2955968,2948735,2976943,2942680,2731619,2731618,2731360,10239,2955968,True,ood_nonbacterial
2955970,2948737,2946195,0,0,2732408,2732396,10239,2955970,True,ood_nonbacterial
2955971,2948738,2946191,2942680,2731619,2731618,2731360,10239,2955971,True,ood_nonbacterial
2955972,2948752,2946160,0,2731619,2731618,2731360,10239,2955972,True,ood_nonbacterial
2955979,2948753,2946169,0,2731619,2731618,2731360,10239,2955979,True,ood_nonbacterial
2955982,2948754,2946155,0,2731619,2731618,2731360,10239,2955982,True,ood_nonbacterial
2955984,2948756,2946181,2942676,2731619,2731618,2731360,10239,2955984,True,ood_nonbacterial
2955985,2948758,2946178,2732536,2732423,2732416,2732092,10239,2955985,True,ood_nonbacterial
2955986,2948760,2842328,0,2731619,2731618,2731360,10239,2955986,True,ood_nonbacterial
2955987,39760,2732890,2732544,2732461,2732406,2732396,10239,2955987,True,ood_nonbacterial
2955988,2948763,2946178,2732536,2732423,2732416,2732092,10239,2955988,True,ood_nonbacterial
2955989,2948764,0,0,2731619,2731618,2731360,10239,2955989,True,ood_nonbacterial
2955990,2948765,0,0,2731619,2731618,2731360,10239,2955990,True,ood_nonbacterial
2955992,2948766,2946157,0,2731619,2731618,2731360,10239,2955992,True,ood_nonbacterial
2955993,2948834,1312872,76804,2732506,2732408,2732396,10239,2955993,True,ood_nonbacterial
2955994,2943009,2943001,0,2731619,2731618,2731360,10239,2955994,True,ood_nonbacterial
2955998,2948767,2942964,1978007,2731619,2731618,2731360,10239,2955998,True,ood_nonbacterial
2956000,2948769,0,0,2731619,2731618,2731360,10239,2956000,True,ood_nonbacterial
2956010,2948770,2946170,0,2731619,2731618,2731360,10239,2956010,True,ood_nonbacterial
2956015,2948771,0,0,2731619,2731618,2731360,10239,2956015,True,ood_nonbacterial
2956041,2948775,0,0,2731619,2731618,2731360,10239,2956041,True,ood_nonbacterial
2956043,2948776,2946175,0,2731619,2731618,2731360,10239,2956043,True,ood_nonbacterial
2956045,2948777,2946170,0,2731619,2731618,2731360,10239,2956045,True,ood_nonbacterial
2956049,2948779,2946167,0,2731619,2731618,2731360,10239,2956049,True,ood_nonbacterial
2956052,2948780,2946167,0,2731619,2731618,2731360,10239,2956052,True,ood_nonbacterial
2956053,2942980,2942965,1978007,2731619,2731618,2731360,10239,2956053,True,ood_nonbacterial
2956056,2948781,0,0,2731619,2731618,2731360,10239,2956056,True,ood_nonbacterial
2956058,2948783,1980416,1980410,2497576,2497569,2732396,10239,2956058,True,ood_nonbacterial
2956059,2948784,0,0,2731619,2731618,2731360,10239,2956059,True,ood_nonbacterial
2956062,2943010,2943001,0,2731619,2731618,2731360,10239,2956062,True,ood_nonbacterial
2956068,1982076,0,0,2731619,2731618,2731360,10239,2956068,True,ood_nonbacterial
2956092,2948789,0,0,2731619,2731618,2731360,10239,2956092,True,ood_nonbacterial
2956095,2948790,2946173,0,2731619,2731618,2731360,10239,2956095,True,ood_nonbacterial
2956096,2948791,0,0,2731619,2731618,2731360,10239,2956096,True,ood_nonbacterial
2956098,2948792,2732892,2732503,2732499,2732407,2732396,10239,2956098,True,ood_nonbacterial
2956100,2948794,1980416,1980410,2497576,2497569,2732396,10239,2956100,True,ood_nonbacterial
2956101,2948795,1980416,1980410,2497576,2497569,2732396,10239,2956101,True,ood_nonbacterial
2956102,2948796,2946190,2942680,2731619,2731618,2731360,10239,2956102,True,ood_nonbacterial
2956105,2943011,2943001,0,2731619,2731618,2731360,10239,2956105,True,ood_nonbacterial
2956108,2948798,2946159,0,2731619,2731618,2731360,10239,2956108,True,ood_nonbacterial
2956122,2948801,0,0,2731619,2731618,2731360,10239,2956122,True,ood_nonbacterial
2956123,2948802,0,0,2731619,2731618,2731360,10239,2956123,True,ood_nonbacterial
2956125,2948803,2946160,0,2731619,2731618,2731360,10239,2956125,True,ood_nonbacterial
2956126,2948804,2946182,2942676,2731619,2731618,2731360,10239,2956126,True,ood_nonbacterial
2956130,2948805,10860,2732094,2732411,2732410,2732090,10239,2956130,True,ood_nonbacterial
2956131,2948806,2946160,0,2731619,2731618,2731360,10239,2956131,True,ood_nonbacterial
2956134,2948807,0,0,2731619,2731618,2731360,10239,2956134,True,ood_nonbacterial
2956138,2948808,2946173,0,2731619,2731618,2731360,10239,2956138,True,ood_nonbacterial
2956139,2733267,2508209,76804,2732506,2732408,2732396,10239,2956139,True,ood_nonbacterial
2956144,2948809,2946160,0,2731619,2731618,2731360,10239,2956144,True,ood_nonbacterial
2956146,2948810,0,0,2731619,2731618,2731360,10239,2956146,True,ood_nonbacterial
2956148,2948811,2501985,11157,2497574,2497569,2732396,10239,2956148,True,ood_nonbacterial
2956181,2948814,2946160,0,2731619,2731618,2731360,10239,2956181,True,ood_nonbacterial
2956185,2948816,0,0,2731619,2731618,2731360,10239,2956185,True,ood_nonbacterial
2956186,2943012,2943001,0,2731619,2731618,2731360,10239,2956186,True,ood_nonbacterial
2956187,2948817,2946189,2942679,2732423,2732416,2732092,10239,2956187,True,ood_nonbacterial
2956188,2948818,2946188,2942678,2732423,2732416,2732092,10239,2956188,True,ood_nonbacterial
2956190,2948821,2946184,2942677,2731619,2731618,2731360,10239,2956190,True,ood_nonbacterial
2956191,2948822,0,0,2731619,2731618,2731360,10239,2956191,True,ood_nonbacterial
2956195,2948823,2946190,2942680,2731619,2731618,2731360,10239,2956195,True,ood_nonbacterial
2956196,2948824,2946190,2942680,2731619,2731618,2731360,10239,2956196,True,ood_nonbacterial
2956197,2948825,2946189,2942679,2732423,2732416,2732092,10239,2956197,True,ood_nonbacterial
2956199,2948826,2946163,0,2731619,2731618,2731360,10239,2956199,True,ood_nonbacterial
2956200,2948827,0,0,2731619,2731618,2731360,10239,2956200,True,ood_nonbacterial
2956206,2948828,2946170,0,2731619,2731618,2731360,10239,2956206,True,ood_nonbacterial
2956208,2948829,0,0,2731619,2731618,2731360,10239,2956208,True,ood_nonbacterial
2956210,2948832,0,0,2731619,2731618,2731360,10239,2956210,True,ood_nonbacterial
2956212,2948833,0,0,2731619,2731618,2731360,10239,2956212,True,ood_nonbacterial
2956213,2948835,2946188,2942678,2732423,2732416,2732092,10239,2956213,True,ood_nonbacterial
2956214,2948836,2946156,0,2731619,2731618,2731360,10239,2956214,True,ood_nonbacterial
2956221,2948838,2946160,0,2731619,2731618,2731360,10239,2956221,True,ood_nonbacterial
2956223,2948839,2946160,0,2731619,2731618,2731360,10239,2956223,True,ood_nonbacterial
2956224,2948840,199704,76804,2732506,2732408,2732396,10239,2956224,True,ood_nonbacterial
2956229,2948842,2946164,0,2731619,2731618,2731360,10239,2956229,True,ood_nonbacterial
2956232,2948843,11266,11157,2497574,2497569,2732396,10239,2956232,True,ood_nonbacterial
2956234,2948846,2842329,0,2731619,2731618,2731360,10239,2956234,True,ood_nonbacterial
2956235,2948847,0,0,2731619,2731618,2731360,10239,2956235,True,ood_nonbacterial
2956240,2948849,2946160,0,2731619,2731618,2731360,10239,2956240,True,ood_nonbacterial
2956245,2948850,2946176,1980410,2497576,2497569,2732396,10239,2956245,True,ood_nonbacterial
2956252,2948851,585893,2732549,2732505,2732408,2732396,10239,2956252,True,ood_nonbacterial
2956262,2948855,2946165,0,2731619,2731618,2731360,10239,2956262,True,ood_nonbacterial
2956265,2948856,2842329,0,2731619,2731618,2731360,10239,2956265,True,ood_nonbacterial
2956268,2942981,2942965,1978007,2731619,2731618,2731360,10239,2956268,True,ood_nonbacterial
2956282,2948858,2501985,11157,2497574,2497569,2732396,10239,2956282,True,ood_nonbacterial
2956283,2948859,2842329,0,2731619,2731618,2731360,10239,2956283,True,ood_nonbacterial
2956300,2948860,2946174,0,2731619,2731618,2731360,10239,2956300,True,ood_nonbacterial
2956310,2948861,0,0,2731619,2731618,2731360,10239,2956310,True,ood_nonbacterial
2956312,2948862,2501987,11157,2497574,2497569,2732396,10239,2956312,True,ood_nonbacterial
2956313,2948863,2946188,2942678,2732423,2732416,2732092,10239,2956313,True,ood_nonbacterial
2956314,2948864,0,0,2731619,2731618,2731360,10239,2956314,True,ood_nonbacterial
2956315,2943014,2943001,0,2731619,2731618,2731360,10239,2956315,True,ood_nonbacterial
2956317,2948865,0,0,2731619,2731618,2731360,10239,2956317,True,ood_nonbacterial
2956318,2948866,0,0,2731619,2731618,2731360,10239,2956318,True,ood_nonbacterial
2956325,2948869,2946175,0,2731619,2731618,2731360,10239,2956325,True,ood_nonbacterial
2956326,2948870,2946171,0,2731619,2731618,2731360,10239,2956326,True,ood_nonbacterial
2956327,2948871,10860,2732094,2732411,2732410,2732090,10239,2956327,True,ood_nonbacterial
2956330,2948872,2946160,0,2731619,2731618,2731360,10239,2956330,True,ood_nonbacterial
2956343,2948874,0,0,2731619,2731618,2731360,10239,2956343,True,ood_nonbacterial
2956344,2948875,0,0,2731619,2731618,2731360,10239,2956344,True,ood_nonbacterial
2956346,2948876,2946167,0,2731619,2731618,2731360,10239,2956346,True,ood_nonbacterial
2956351,1299308,11308,2499411,2497577,2497569,2732396,10239,2956351,True,ood_nonbacterial
2956352,2948877,0,0,2731619,2731618,2731360,10239,2956352,True,ood_nonbacterial
2956355,2943015,2943001,0,2731619,2731618,2731360,10239,2956355,True,ood_nonbacterial
2956357,2948878,0,0,2731619,2731618,2731360,10239,2956357,True,ood_nonbacterial
2956359,2948879,11270,11157,2497574,2497569,2732396,10239,2956359,True,ood_nonbacterial
2956364,2948880,2946180,2942676,2731619,2731618,2731360,10239,2956364,True,ood_nonbacterial
2956367,1623301,2946173,0,2731619,2731618,2731360,10239,2956367,True,ood_nonbacterial
2956368,2843005,2560063,2732504,2732500,2732407,2732396,10239,2956368,True,ood_nonbacterial
2956372,2948881,2946178,2732536,2732423,2732416,2732092,10239,2956372,True,ood_nonbacterial
2956374,2948882,2501987,11157,2497574,2497569,2732396,10239,2956374,True,ood_nonbacterial
2956376,2948884,0,0,2731619,2731618,2731360,10239,2956376,True,ood_nonbacterial
2956382,2948885,2946170,0,2731619,2731618,2731360,10239,2956382,True,ood_nonbacterial
2956385,2948886,0,0,2731619,2731618,2731360,10239,2956385,True,ood_nonbacterial
2956386,2948887,0,0,2731619,2731618,2731360,10239,2956386,True,ood_nonbacterial
2956387,2948888,2946180,2942676,2731619,2731618,2731360,10239,2956387,True,ood_nonbacterial
2956388,2948889,0,0,2731619,2731618,2731360,10239,2956388,True,ood_nonbacterial
2956389,2948890,0,0,2731619,2731618,2731360,10239,2956389,True,ood_nonbacterial
2956396,2948891,2946169,0,2731619,2731618,2731360,10239,2956396,True,ood_nonbacterial
2956398,2948894,0,0,2731619,2731618,2731360,10239,2956398,True,ood_nonbacterial
2956399,2948895,11308,2499411,2497577,2497569,2732396,10239,2956399,True,ood_nonbacterial
2956401,2948896,0,0,2731619,2731618,2731360,10239,2956401,True,ood_nonbacterial
2956425,2948897,11270,11157,2497574,2497569,2732396,10239,2956425,True,ood_nonbacterial
2956426,2948898,2946160,0,2731619,2731618,2731360,10239,2956426,True,ood_nonbacterial
2956429,2948899,2976944,2942676,2731619,2731618,2731360,10239,2956429,True,ood_nonbacterial
2956430,2948900,0,0,2731619,2731618,2731360,10239,2956430,True,ood_nonbacterial
2956431,2948901,0,0,2731619,2731618,2731360,10239,2956431,True,ood_nonbacterial
2956433,2943017,2943001,0,2731619,2731618,2731360,10239,2956433,True,ood_nonbacterial
2956437,2943018,2943001,0,2731619,2731618,2731360,10239,2956437,True,ood_nonbacterial
2956439,2948904,2946160,0,2731619,2731618,2731360,10239,2956439,True,ood_nonbacterial
2956442,2943019,2943001,0,2731619,2731618,2731360,10239,2956442,True,ood_nonbacterial
2956443,2948905,0,0,2731619,2731618,2731360,10239,2956443,True,ood_nonbacterial
2956444,2948906,0,0,2731619,2731618,2731360,10239,2956444,True,ood_nonbacterial
2956445,2948907,2732894,76804,2732506,2732408,2732396,10239,2956445,True,ood_nonbacterial
2956449,1308858,11270,11157,2497574,2497569,2732396,10239,2956449,True,ood_nonbacterial
2956453,2948908,11270,11157,2497574,2497569,2732396,10239,2956453,True,ood_nonbacterial
2956458,2948910,0,0,2731619,2731618,2731360,10239,2956458,True,ood_nonbacterial
2956463,2948911,0,0,2731619,2731618,2731360,10239,2956463,True,ood_nonbacterial
2956465,2948912,2946175,0,2731619,2731618,2731360,10239,2956465,True,ood_nonbacterial
2956469,2948913,2946160,0,2731619,2731618,2731360,10239,2956469,True,ood_nonbacterial
2956470,2948914,0,0,2731619,2731618,2731360,10239,2956470,True,ood_nonbacterial
2956473,2948916,2501987,11157,2497574,2497569,2732396,10239,2956473,True,ood_nonbacterial
2956475,2948917,2946175,0,2731619,2731618,2731360,10239,2956475,True,ood_nonbacterial
2956486,2948918,2501987,11157,2497574,2497569,2732396,10239,2956486,True,ood_nonbacterial
2956487,2948919,675068,675063,2732461,2732406,2732396,10239,2956487,True,ood_nonbacterial
2956489,2948920,2501987,11157,2497574,2497569,2732396,10239,2956489,True,ood_nonbacterial
2956490,2948921,11266,11157,2497574,2497569,2732396,10239,2956490,True,ood_nonbacterial
2956521,2948923,39748,2732549,2732505,2732408,2732396,10239,2956521,True,ood_nonbacterial
2956529,2948925,0,0,2731619,2731618,2731360,10239,2956529,True,ood_nonbacterial
2956534,2948926,0,0,2731619,2731618,2731360,10239,2956534,True,ood_nonbacterial
2956537,2948927,0,0,2731619,2731618,2731360,10239,2956537,True,ood_nonbacterial
2956538,2948928,1312872,76804,2732506,2732408,2732396,10239,2956538,True,ood_nonbacterial
2956539,2948929,1312872,76804,2732506,2732408,2732396,10239,2956539,True,ood_nonbacterial
2956542,2948930,39738,2732548,2732463,2732406,2732396,10239,2956542,True,ood_nonbacterial
2956543,2948931,2976943,2942680,2731619,2731618,2731360,10239,2956543,True,ood_nonbacterial
2956546,2948932,2732892,2732503,2732499,2732407,2732396,10239,2956546,True,ood_nonbacterial
2956556,2948933,2842329,0,2731619,2731618,2731360,10239,2956556,True,ood_nonbacterial
2956558,2948934,2501985,11157,2497574,2497569,2732396,10239,2956558,True,ood_nonbacterial
2956575,2948937,0,0,2731619,2731618,2731360,10239,2956575,True,ood_nonbacterial
2956576,2948938,2501985,11157,2497574,2497569,2732396,10239,2956576,True,ood_nonbacterial
2956579,2948939,0,0,2731619,2731618,2731360,10239,2956579,True,ood_nonbacterial
2956619,2948940,2732892,2732503,2732499,2732407,2732396,10239,2956619,True,ood_nonbacterial
2956628,2948941,2501987,11157,2497574,2497569,2732396,10239,2956628,True,ood_nonbacterial
2956629,2948942,2946167,0,2731619,2731618,2731360,10239,2956629,True,ood_nonbacterial
2956630,2948943,2946189,2942679,2732423,2732416,2732092,10239,2956630,True,ood_nonbacterial
2956633,2948944,10860,2732094,2732411,2732410,2732090,10239,2956633,True,ood_nonbacterial
2956634,2948945,2508209,76804,2732506,2732408,2732396,10239,2956634,True,ood_nonbacterial
2956636,2948946,0,0,2731619,2731618,2731360,10239,2956636,True,ood_nonbacterial
2956645,2948947,2842329,0,2731619,2731618,2731360,10239,2956645,True,ood_nonbacterial
2956649,2948949,0,0,2731619,2731618,2731360,10239,2956649,True,ood_nonbacterial
2956672,2948951,2946167,0,2731619,2731618,2731360,10239,2956672,True,ood_nonbacterial
2956679,2948952,2942964,1978007,2731619,2731618,2731360,10239,2956679,True,ood_nonbacterial
2956698,2948953,2942964,1978007,2731619,2731618,2731360,10239,2956698,True,ood_nonbacterial
2956699,2942982,2942965,1978007,2731619,2731618,2731360,10239,2956699,True,ood_nonbacterial
2956700,2948954,0,0,2731619,2731618,2731360,10239,2956700,True,ood_nonbacterial
2956701,2948955,2501987,11157,2497574,2497569,2732396,10239,2956701,True,ood_nonbacterial
2956702,2948956,2946162,0,2731619,2731618,2731360,10239,2956702,True,ood_nonbacterial
2956703,2948957,675061,675063,2732461,2732406,2732396,10239,2956703,True,ood_nonbacterial
2956706,2948959,0,0,2731619,2731618,2731360,10239,2956706,True,ood_nonbacterial
2956707,2948960,0,0,2731619,2731618,2731360,10239,2956707,True,ood_nonbacterial
2956710,2943020,2943001,0,2731619,2731618,2731360,10239,2956710,True,ood_nonbacterial
2956712,2948963,0,0,2731619,2731618,2731360,10239,2956712,True,ood_nonbacterial
2961574,1427149,1963268,2235,183963,28890,0,2157,2961574,True,ood_nonbacterial
2961595,871740,2236,2235,183963,28890,0,2157,2961595,True,ood_nonbacterial
2962671,3056835,1963268,2235,183963,28890,0,2157,2962671,True,ood_nonbacterial
2962673,2806252,1963268,2235,183963,28890,0,2157,2962673,True,ood_nonbacterial
2963434,2174848,1644061,1644060,183963,28890,0,2157,2963434,True,ood_nonbacterial
298331,129876,10508,2732559,2732529,2732008,2732005,10239,298331,True,ood_nonbacterial
298338,2843016,2560065,0,2731619,2731618,2731360,10239,298338,True,ood_nonbacterial
300180,11618,11617,1980410,2497576,2497569,2732396,10239,300180,True,ood_nonbacterial
300186,564646,10477,1511857,2841637,2840024,2840023,10239,300186,True,ood_nonbacterial
3034023,2841540,1963268,2235,183963,28890,0,2157,3034023,True,ood_nonbacterial
304399,573055,10240,2732527,2732525,2732007,2732005,10239,304399,True,ood_nonbacterial
3045953,2560155,11158,11157,2497574,2497569,2732396,10239,3045953,True,ood_nonbacterial
3047343,315393,549779,2732554,2732523,2732007,2732005,10239,3047343,True,ood_nonbacterial
3047688,12270,675072,464095,2732506,2732408,2732396,10239,3047688,True,ood_nonbacterial
3047689,564643,10993,0,0,0,2732396,10239,3047689,True,ood_nonbacterial
3047693,2022856,2560061,2732544,2732461,2732406,2732396,10239,3047693,True,ood_nonbacterial
3047694,187214,186534,2169561,2732514,2732409,2732397,10239,3047694,True,ood_nonbacterial
3047701,12269,675072,464095,2732506,2732408,2732396,10239,3047701,True,ood_nonbacterial
3047716,3044800,549779,2732554,2732523,2732007,2732005,10239,3047716,True,ood_nonbacterial
3047724,1911600,39738,2732548,2732463,2732406,2732396,10239,3047724,True,ood_nonbacterial
3047736,186533,186534,2169561,2732514,2732409,2732397,10239,3047736,True,ood_nonbacterial
3047742,310684,675072,464095,2732506,2732408,2732396,10239,3047742,True,ood_nonbacterial
3047743,227307,687329,0,0,0,0,10239,3047743,True,ood_nonbacterial
3047744,742914,39724,2732536,2732423,2732416,2732092,10239,3047744,True,ood_nonbacterial
3047755,675070,2560061,2732544,2732461,2732406,2732396,10239,3047755,True,ood_nonbacterial
3047757,12051,249184,675063,2732461,2732406,2732396,10239,3047757,True,ood_nonbacterial
3047758,10652,186534,2169561,2732514,2732409,2732397,10239,3047758,True,ood_nonbacterial
3047771,12258,675072,464095,2732506,2732408,2732396,10239,3047771,True,ood_nonbacterial
3047780,12141,39738,2732548,2732463,2732406,2732396,10239,3047780,True,ood_nonbacterial
3047782,558019,10442,2840070,2840056,0,0,10239,3047782,True,ood_nonbacterial
3047794,1921707,43682,2732555,2732523,2732007,2732005,10239,3047794,True,ood_nonbacterial
3047811,39752,10993,0,0,0,2732396,10239,3047811,True,ood_nonbacterial
3047818,12148,249184,675063,2732461,2732406,2732396,10239,3047818,True,ood_nonbacterial
